customer_id,age,annual_income_k,spending_score,purchase_frequency,avg_transaction_value,cluster,persona
947,58,63.7,44.5,6.5,36.3,2,Occasional Buyer
948,35,85.2,64.4,21.9,64.6,3,Loyal Regular
949,39,36.8,34.3,7.8,32.5,0,Budget Shopper
950,36,35.0,30.4,8.2,78.4,0,Budget Shopper
951,28,56.0,66.9,17.7,104.0,3,Loyal Regular
952,62,43.5,30.5,3.0,54.8,2,Occasional Buyer
953,26,32.7,51.9,5.1,62.5,0,Budget Shopper
954,32,25.5,13.3,7.3,30.7,0,Budget Shopper
955,43,79.2,66.6,27.6,82.5,3,Loyal Regular
956,26,47.0,52.7,6.1,41.3,0,Budget Shopper
957,42,148.0,77.9,21.8,268.2,1,High Roller
958,41,64.3,46.8,5.3,83.1,2,Occasional Buyer
959,56,43.6,43.5,3.2,63.2,2,Occasional Buyer
960,38,15.9,30.6,3.5,13.8,0,Budget Shopper
961,48,96.6,85.4,17.6,246.1,1,High Roller
962,60,33.4,31.1,7.3,79.4,2,Occasional Buyer
963,36,89.8,59.6,22.7,97.0,3,Loyal Regular
964,37,59.7,42.3,5.9,80.3,0,Budget Shopper
965,45,118.0,74.8,20.1,172.8,1,High Roller
966,25,37.7,16.2,3.9,32.7,0,Budget Shopper
967,33,144.9,71.8,38.4,237.9,1,High Roller
968,32,108.9,94.1,27.0,154.5,1,High Roller
969,26,35.7,34.0,3.4,16.8,0,Budget Shopper
970,53,118.0,85.4,29.7,157.3,1,High Roller
971,37,76.8,60.2,14.4,117.5,3,Loyal Regular
972,27,16.7,20.1,4.5,31.6,0,Budget Shopper
973,44,97.7,92.7,26.5,360.5,1,High Roller
974,39,45.8,70.3,28.9,119.6,3,Loyal Regular
975,36,143.3,97.3,34.5,151.8,1,High Roller
976,38,125.3,96.6,30.0,275.5,1,High Roller
977,38,115.7,94.8,22.0,385.6,1,High Roller
978,38,72.6,60.3,22.0,137.1,3,Loyal Regular
979,39,133.2,85.0,28.6,387.9,1,High Roller
980,31,32.2,42.3,9.4,36.3,0,Budget Shopper
981,38,20.3,18.2,1.8,36.7,0,Budget Shopper
982,53,32.8,34.6,7.3,82.9,2,Occasional Buyer
983,47,68.3,67.9,13.5,109.4,3,Loyal Regular
984,25,26.6,18.8,5.1,12.3,0,Budget Shopper
985,34,83.3,71.1,33.7,314.8,1,High Roller
986,34,20.6,19.9,7.2,14.4,0,Budget Shopper
987,31,111.3,83.8,36.6,286.7,1,High Roller
988,43,98.5,89.4,29.9,250.3,1,High Roller
989,24,16.8,10.2,1.4,12.7,0,Budget Shopper
990,33,84.5,96.3,36.9,232.6,1,High Roller
991,26,23.6,18.7,1.2,26.5,0,Budget Shopper
992,33,40.8,45.7,5.9,51.7,0,Budget Shopper
993,34,20.0,32.4,4.3,26.9,0,Budget Shopper
994,41,53.4,33.3,5.6,57.0,2,Occasional Buyer
995,23,15.7,24.6,7.6,27.3,0,Budget Shopper
996,37,16.9,27.3,4.7,32.5,0,Budget Shopper
997,54,141.0,76.6,39.4,234.2,1,High Roller
998,39,69.6,59.1,12.4,92.6,3,Loyal Regular
999,35,106.0,83.6,24.9,173.4,1,High Roller
1000,39,25.4,24.5,7.4,12.5,0,Budget Shopper
